0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3662,SUNBEAM CORP/FL/,199803,3/6/1998,10-K405,edgar/data/3662/0000950170-98-000413.txt,343920.0,1358484.0,-0.5959595959592459,3.5660784415925812,5.584085480046797,3.6600655686557517,8787156.0,1573607.0,275136.0,331023.0,0.21855520469850478,0.8632930585590939,0.17484416375880382,0.21035938452231084
3662,SUNBEAM CORP/FL/,199805,5/15/1998,10-Q,edgar/data/3662/0000950170-98-001001.txt,135810.0,611145.0,-0.6363636363627844,10.671158934019928,2.016356668270448,5.07500624091615,4245320.0,2105441.0,125750.0,145870.0,0.06450430099917309,0.29026935449627894,0.05972620462886398,0.06928239736948222
3662,SUNBEAM CORP/FL/,199808,8/13/1998,NT 10-Q,edgar/data/3662/0000950172-98-000783.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,SUNBEAM CORP/FL/,199811,11/12/1998,10-K/A,edgar/data/3662/0000950170-98-002145.txt,257481.0,948184.0,-0.5728813559317282,1.257670672746081,12.18400057893455,5.3766685006722525,6902943.0,566558.0,241133.0,220698.0,0.454465385715143,1.6735868172367172,0.42561044059037206,0.3895417591844083
3662,SUNBEAM CORP/FL/,199811,11/16/1998,NT 10-Q,edgar/data/3662/0000950172-98-001203.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,SUNBEAM CORP/FL/,199811,11/25/1998,10-Q/A,edgar/data/3662/0000950170-98-002278.txt,11232.0,62400.0,-0.6949152542278505,3.818229977154587,3.74977888000555,3.027203542864055,432432.0,115322.0,24336.0,10608.0,0.09739685402611817,0.5410936334784343,0.21102651705658937,0.09198591769133382
3662,SUNBEAM CORP/FL/,199812,12/22/1998,10-Q,edgar/data/3662/0000950170-98-002401.txt,26604.0,113806.0,-0.6210526315745242,3.612007210968262,4.785119028074208,3.358850495616988,728654.0,152275.0,29560.0,23648.0,0.17471022820554918,0.7473715317681826,0.1941224757839435,0.15529798062715483
3662,SUNBEAM CORP/FL/,199812,12/22/1998,10-Q,edgar/data/3662/0000950170-98-002402.txt,11000.0,49280.0,-0.6350364963398302,3.00600616997461,2.9171623965778744,2.369267426620994,321200.0,110107.0,17600.0,7920.0,0.09990282180061213,0.44756464166674237,0.15984451488097942,0.07193003169644073
3662,SUNBEAM CORP/FL/,199903,3/31/1999,NT 10-K,edgar/data/3662/0000950172-99-000362.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,SUNBEAM CORP/FL/,199905,5/11/1999,10-K,edgar/data/3662/0000950170-99-000775.txt,721840.0,3390070.0,-0.6489028213164566,1.6307672229122787,20.679226815835687,8.923997615499188,22480160.0,1087089.0,928080.0,708950.0,0.6640118702332559,3.118484319131184,0.8537295474427576,0.6521545154076621
